datetime,BMS Temp,BatteryAdaptiveSOC,BatteryAdaptiveAmphours,AuxilaryBatteryVoltage
2023-06-27 15:56:35.540269,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:37.540406,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:39.540277,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:41.540259,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:43.540409,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:45.540387,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:47.540478,34,84.5,178.20000000000002,12.8
2023-06-27 15:56:49.540426,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:51.540368,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:53.540782,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:55.540855,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:57.540865,34,84.5,178.20000000000002,12.9
2023-06-27 15:56:59.540843,34,84.5,178.20000000000002,12.8
2023-06-27 15:57:01.541003,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:03.540983,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:05.541120,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:07.540982,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:09.541437,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:11.541418,34,84.5,178.20000000000002,12.9
2023-06-27 15:57:13.541274,34,84.5,178.20000000000002,12.8
2023-06-27 15:57:15.541528,34,84.5,178.20000000000002,12.9
