AverageMotorStatorCurrent,AverageMotorPhaseVoltage,MotorActualTorque,TargetTorque,MotorRPM,PropotionalSpeedLimit,CalculatedBatteryCurrent,ControllerCapacitorVoltage,ThrottleInput,Synced,timeStamp
17.0,24.5,3.5,12.75,1207.0,1282,5.5,99.5625,3.625,0,1685924626888
16.0,25.25,3.1875,12.625,1211.0,1276,5.0625,99.5625,3.640625,0,1685924626987
13.0,24.875,2.3125,12.9375,1224.0,1280,4.4375,99.625,3.6640625,0,1685924627087
11.0,25.625,1.9375,12.75,1232.0,1280,3.875,99.625,3.69140625,0,1685924627186
18.0,26.0,3.125,13.625,1227.0,1290,3.8125,99.5625,3.7734375,0,1685924627287
18.0,27.625,4.0625,13.875,1242.0,1315,4.625,99.625,3.80078125,0,1685924627387
20.0,26.4375,4.875,13.9375,1268.0,1334,5.4375,99.5625,3.796875,0,1685924627486
31.0,25.625,6.1875,13.8125,1272.0,1358,6.8125,99.5,3.8125,0,1685924627591
24.0,27.9375,6.25,13.375,1283.0,1358,8.625,99.5,3.71875,0,1685924627686
21.0,28.0,5.0625,13.375,1287.0,1356,8.25,99.5625,3.71875,0,1685924627788
19.0,26.8125,3.5625,13.375,1311.0,1347,7.3125,99.5625,3.75390625,0,1685924627888
13.0,27.625,2.6875,13.625,1312.0,1356,5.375,99.625,3.73828125,0,1685924627993
14.0,27.625,4.0,13.5625,1299.0,1352,5.1875,99.5625,3.75,0,1685924628092
24.0,25.625,4.25,13.875,1306.0,1362,5.4375,99.625,3.765625,0,1685924628187
24.0,27.5625,5.75,13.5625,1289.0,1368,6.75,99.5625,3.765625,0,1685924628289
17.0,28.75,4.8125,14.25,1316.0,1377,7.75,99.5625,3.85546875,0,1685924628385
15.0,27.5625,3.625,14.125,1338.0,1395,6.5,99.625,3.83203125,0,1685924628494
36.0,27.5625,8.75,13.6875,1286.0,1386,8.0,99.5625,3.77734375,0,1685924628587
34.0,26.8125,7.375,14.0,1294.0,1388,10.25,99.5,3.8125,0,1685924628687
37.0,26.8125,7.9375,14.0625,1295.0,1398,10.75,99.5,3.78515625,0,1685924628787
31.0,28.75,6.5,13.875,1307.0,1395,11.1875,99.5625,3.82421875,0,1685924628886
30.0,27.1875,6.9375,13.75,1317.0,1394,10.3125,99.5625,3.7734375,0,1685924628989
24.0,28.75,5.1875,13.8125,1321.0,1386,9.5,99.625,3.7890625,0,1685924629087
26.0,28.75,6.0,14.125,1313.0,1390,8.625,99.5625,3.859375,0,1685924629189
27.0,27.1875,4.625,14.375,1340.0,1402,8.125,99.625,3.84765625,0,1685924629287
15.0,29.5,4.375,14.25,1352.0,1415,7.375,99.625,3.859375,0,1685924629390
18.0,28.375,4.5,14.25,1360.0,1425,6.875,99.625,3.859375,0,1685924629489
24.0,29.125,5.75,14.4375,1359.0,1435,7.625,99.5625,3.87890625,0,1685924629588
15.0,29.9375,3.9375,14.25,1385.0,1437,7.6875,99.625,3.84375,0,1685924629687
16.0,28.0,3.0625,14.625,1402.0,1443,6.375,99.625,3.890625,0,1685924629788
15.0,29.9375,3.625,14.625,1403.0,1453,5.4375,99.625,3.87890625,0,1685924629894
18.0,29.9375,3.5625,14.5625,1406.0,1463,5.5625,99.5625,3.87890625,0,1685924629987
14.0,29.125,3.125,14.625,1421.0,1457,6.0,99.5625,3.88671875,0,1685924630088
22.0,28.0,3.875,14.4375,1413.0,1453,5.25,99.5625,3.8671875,0,1685924630187
18.0,30.3125,3.75,14.375,1400.0,1451,5.6875,99.5625,3.87890625,0,1685924630288
16.0,29.125,3.5,14.625,1407.0,1457,5.6875,99.5625,3.890625,0,1685924630386
27.0,28.375,5.6875,14.5625,1389.0,1460,6.5625,99.5625,3.890625,0,1685924630487
19.0,31.125,4.625,14.625,1400.0,1465,7.8125,99.625,3.88671875,0,1685924630588
15.0,29.5,3.75,14.375,1411.0,1461,7.0,99.5625,3.85546875,0,1685924630687
33.0,28.3125,7.9375,14.25,1360.0,1453,8.1875,99.5,3.85546875,0,1685924630787
22.0,30.3125,4.9375,14.375,1384.0,1448,9.75,99.5625,3.87890625,0,1685924630885
21.0,27.9375,4.75,14.375,1388.0,1445,8.1875,99.5,3.85546875,0,1685924630991
28.0,29.5,6.625,14.5,1355.0,1443,8.5625,99.5625,3.87109375,0,1685924631087
29.0,27.5625,5.3125,14.5,1381.0,1445,9.1875,99.5,3.859375,0,1685924631188
21.0,29.5,5.625,14.5625,1373.0,1447,8.625,99.5625,3.88671875,0,1685924631287
22.0,30.3125,4.25,14.4375,1392.0,1450,8.1875,99.5625,3.8671875,0,1685924631387
26.0,27.5625,4.875,14.4375,1393.0,1453,7.25,99.5625,3.8671875,0,1685924631487
26.0,29.9375,6.0625,14.4375,1370.0,1450,8.1875,99.625,3.859375,0,1685924631587
19.0,30.3125,3.625,14.4375,1404.0,1451,8.1875,99.625,3.8671875,0,1685924631687
15.0,27.625,1.8125,14.4375,1430.0,1450,5.6875,99.625,3.87109375,0,1685924631787
16.0,28.8125,2.875,14.5625,1416.0,1455,4.1875,99.625,3.90234375,0,1685924631888
12.0,31.125,2.6875,14.8125,1420.0,1464,4.25,99.6875,3.88671875,0,1685924631994
14.0,29.5625,2.25,14.25,1433.0,1463,4.375,99.625,3.85546875,0,1685924632087
19.0,28.375,3.625,14.375,1417.0,1453,4.75,99.625,3.8984375,0,1685924632187
17.0,29.5625,3.875,14.375,1407.0,1455,5.0,99.5625,3.8671875,0,1685924632287
19.0,30.3125,3.5625,14.5625,1404.0,1457,5.75,99.625,3.87109375,0,1685924632387
15.0,28.75,3.3125,14.375,1416.0,1456,5.6875,99.625,3.8671875,0,1685924632488
33.0,28.375,8.6875,14.5,1339.0,1457,7.375,99.5,3.890625,0,1685924632587
42.0,28.75,8.4375,14.875,1356.0,1463,11.8125,99.5,3.9375,0,1685924632686
25.0,28.75,4.9375,14.8125,1404.0,1473,10.25,99.625,3.8984375,0,1685924632789
45.0,27.9375,10.9375,14.875,1334.0,1478,11.1875,99.5,3.9140625,0,1685924632889
39.0,29.875,8.9375,14.8125,1361.0,1479,14.625,99.4375,3.88671875,0,1685924632991
28.0,29.125,6.375,14.5,1380.0,1468,12.5625,99.5,3.87890625,0,1685924633088
33.0,28.75,7.1875,14.6875,1382.0,1469,11.625,99.5,3.93359375,0,1685924633187
24.0,29.9375,5.6875,15.0,1400.0,1478,10.375,99.5625,3.9375,0,1685924633287
26.0,29.9375,6.3125,15.0625,1401.0,1489,9.8125,99.5625,3.94921875,0,1685924633387
30.0,29.9375,6.375,15.0625,1418.0,1499,10.375,99.5625,3.9453125,0,1685924633487
28.0,29.5,6.4375,15.125,1425.0,1509,9.9375,99.5,3.94921875,0,1685924633588
28.0,31.0625,6.625,15.0625,1424.0,1515,10.25,99.5625,3.95703125,0,1685924633688
31.0,30.6875,7.5,15.25,1423.0,1521,11.125,99.5,3.9453125,0,1685924633788
36.0,28.75,7.4375,15.25,1429.0,1518,11.8125,99.5625,3.9609375,0,1685924633888
37.0,29.5,8.875,14.875,1406.0,1506,12.375,99.5,3.9140625,0,1685924633990
33.0,31.0625,7.4375,15.0,1403.0,1500,12.375,99.5,3.9375,0,1685924634087
30.0,29.125,6.3125,14.375,1421.0,1497,11.6875,99.5,3.85546875,0,1685924634188
34.0,29.125,7.5,14.5,1397.0,1486,11.25,99.5625,3.890625,0,1685924634288
30.0,31.0625,6.875,15.0625,1394.0,1481,11.25,99.5,3.9453125,0,1685924634387
32.0,28.3125,6.9375,15.3125,1398.0,1491,10.875,99.5,3.98046875,0,1685924634487
38.0,29.125,9.125,15.0625,1380.0,1505,11.9375,99.4375,3.9375,0,1685924634587
40.0,29.875,9.5625,14.875,1374.0,1497,13.6875,99.4375,3.9453125,0,1685924634689
52.0,28.3125,12.625,14.875,1330.0,1503,15.125,99.4375,3.9140625,0,1685924634789
46.0,29.5,10.0625,14.9375,1353.0,1498,17.5625,99.4375,3.9375,0,1685924634888
44.0,27.9375,11.1875,15.0625,1339.0,1507,16.125,99.5,3.97265625,0,1685924634988
62.0,27.5,14.0625,15.375,1307.0,1517,18.0625,99.375,3.97265625,0,1685924635088
61.0,29.875,14.9375,16.25,1302.0,1529,20.5,99.4375,4.140625,0,1685924635189
65.0,28.3125,14.875,16.4375,1314.0,1554,21.75,99.375,4.12890625,0,1685924635289
60.0,29.875,14.625,16.6875,1344.0,1585,22.625,99.4375,4.14453125,0,1685924635386
65.0,29.5,15.4375,16.375,1358.0,1612,23.25,99.375,4.140625,0,1685924635487
66.0,31.4375,15.6875,16.5,1373.0,1629,24.4375,99.375,4.1171875,0,1685924635585
57.0,30.25,12.875,16.5,1420.0,1646,23.9375,99.4375,4.140625,0,1685924635688
57.0,30.625,12.3125,16.875,1435.0,1658,22.5,99.375,4.2109375,0,1685924635787
47.0,30.6875,9.4375,17.25,1482.0,1679,19.8125,99.4375,4.23828125,0,1685924635887
45.0,30.625,9.375,17.1875,1498.0,1699,17.375,99.4375,4.203125,0,1685924635990
49.0,30.625,9.1875,17.125,1514.0,1715,16.6875,99.4375,4.2265625,0,1685924636087
40.0,31.8125,9.125,17.6875,1525.0,1730,16.125,99.5,4.28515625,0,1685924636187
34.0,33.0,7.9375,17.6875,1549.0,1742,16.375,99.375,4.28515625,0,1685924636288
20.0,34.5625,5.625,16.8125,1585.0,1684,13.5,99.5625,4.15625,0,1685924636389
16.0,31.125,4.9375,16.6875,1511.0,1672,8.25,99.5625,4.1328125,0,1685924636489
27.0,33.375,6.4375,16.5625,1483.0,1666,9.6875,99.5,4.12890625,0,1685924636589
8.0,33.0,2.375,15.6875,1531.0,1618,8.375,99.5625,3.99609375,0,1685924636688
8.0,30.3125,-1.75,15.375,1534.0,1599,1.9375,99.6875,3.99609375,0,1685924636796
4.0,29.1875,1.1875,14.5,1483.0,1583,0.0,99.6875,3.87890625,0,1685924636888
7.0,30.6875,1.375,14.375,1446.0,1546,1.3125,99.625,3.87890625,0,1685924636987
4.0,28.0,0.0625,15.125,1430.0,1523,1.375,99.6875,3.98046875,0,1685924637087
13.0,28.0,1.625,15.3125,1406.0,1525,1.375,99.625,3.96875,0,1685924637187
4.0,29.5625,0.875,15.25,1419.0,1532,1.6875,99.625,3.96875,0,1685924637288
13.0,30.3125,-0.8125,15.375,1444.0,1539,0.375,99.6875,3.9609375,0,1685924637388
15.0,30.3125,-0.9375,15.3125,1448.0,1529,-0.5625,99.625,3.96875,0,1685924637488
6.0,28.0,-0.3125,15.0,1438.0,1511,-0.4375,99.625,3.94921875,0,1685924637590
8.0,28.0,-0.5,15.3125,1440.0,1526,-0.625,99.625,3.96875,0,1685924637688
6.0,29.5625,1.8125,15.3125,1426.0,1529,0.3125,99.625,3.9921875,0,1685924637788
15.0,30.3125,2.5,15.4375,1423.0,1525,2.25,99.6875,3.98046875,0,1685924637889
8.0,29.5,1.875,15.3125,1427.0,1533,2.6875,99.5625,3.9609375,0,1685924637998
18.0,28.0,2.3125,15.3125,1414.0,1535,2.8125,99.5625,3.984375,0,1685924638088
28.0,28.75,6.5,15.4375,1368.0,1550,5.0625,99.5625,3.98046875,0,1685924638189
28.0,28.75,5.25,14.875,1378.0,1535,8.5,99.5,3.9140625,0,1685924638296
21.0,28.375,5.625,15.0,1356.0,1520,7.6875,99.5625,3.9453125,0,1685924638387
35.0,27.1875,6.8125,14.9375,1327.0,1508,9.0,99.4375,3.91015625,0,1685924638487
18.0,29.125,4.0,14.6875,1353.0,1501,8.5,99.625,3.9140625,0,1685924638587
29.0,26.8125,5.5625,14.875,1328.0,1495,7.3125,99.5,3.9140625,0,1685924638686
24.0,29.125,4.9375,14.875,1329.0,1493,8.0625,99.5625,3.8984375,0,1685924638787
17.0,28.0,3.25,15.25,1352.0,1499,6.8125,99.5625,3.97265625,0,1685924638888
18.0,28.75,3.875,15.3125,1355.0,1509,5.9375,99.5625,4.015625,0,1685924638988
25.0,27.5625,4.625,15.3125,1358.0,1523,6.3125,99.5625,3.9609375,0,1685924639087
24.0,29.9375,6.0,15.375,1350.0,1531,7.5,99.5,3.984375,0,1685924639187
28.0,27.9375,4.25,15.25,1376.0,1529,8.125,99.5625,3.99609375,0,1685924639286
13.0,30.3125,4.375,15.5,1380.0,1541,6.875,99.5625,3.9921875,0,1685924639387
21.0,29.5,4.875,15.4375,1384.0,1549,7.0625,99.5,3.98046875,0,1685924639485
24.0,28.3125,5.375,14.9375,1374.0,1537,7.75,99.5,3.9453125,0,1685924639587
20.0,29.5,4.4375,15.0,1376.0,1527,7.6875,99.5625,3.92578125,0,1685924639687
17.0,27.9375,2.375,14.5625,1391.0,1486,6.5,99.5,3.890625,0,1685924639789
4.0,28.0,1.875,14.1875,1355.0,1455,3.3125,99.5625,3.80078125,0,1685924639888
15.0,26.0625,1.25,14.125,1322.0,1437,2.625,99.625,3.8203125,0,1685924639995
6.0,28.0,-0.1875,14.0,1315.0,1405,2.0625,99.625,3.83203125,0,1685924640087
12.0,27.625,-2.5625,14.25,1348.0,1419,-0.4375,99.6875,3.85546875,0,1685924640188
10.0,27.625,-0.75,14.375,1342.0,1427,-2.0625,99.6875,3.82421875,0,1685924640286
8.0,26.8125,2.5625,14.1875,1299.0,1424,0.25,99.5625,3.83203125,0,1685924640388
18.0,25.625,2.375,14.0625,1301.0,1424,2.125,99.625,3.83203125,0,1685924640488
10.0,26.4375,2.5625,14.375,1287.0,1431,2.9375,99.625,3.85546875,0,1685924640587
24.0,27.5625,5.25,14.625,1269.0,1441,5.0,99.5625,3.88671875,0,1685924640689
20.0,26.0,4.375,14.6875,1290.0,1451,6.125,99.5625,3.90234375,0,1685924640787
38.0,25.25,9.0,14.125,1238.0,1445,7.6875,99.5,3.8125,0,1685924640888
34.0,26.375,6.875,14.25,1257.0,1435,10.75,99.5,3.84765625,0,1685924640990
22.0,26.4375,5.0625,14.625,1267.0,1443,8.875,99.5625,3.87109375,0,1685924641088
42.0,27.5625,10.375,15.5,1213.0,1454,10.1875,99.4375,4.0078125,0,1685924641187
26.0,28.75,6.3125,14.4375,1287.0,1462,12.0,99.5625,3.87890625,0,1685924641288
31.0,24.0625,6.9375,14.375,1264.0,1447,9.0625,99.5,3.859375,0,1685924641387
56.0,26.0,13.0,14.375,1187.0,1444,12.4375,99.4375,3.859375,0,1685924641487
29.0,27.5625,4.9375,14.5,1293.0,1456,13.375,99.5,3.890625,0,1685924641586
23.0,26.4375,5.1875,14.5,1282.0,1459,8.9375,99.625,3.88671875,0,1685924641687
43.0,27.1875,11.0,14.0625,1214.0,1453,10.6875,99.5625,3.765625,0,1685924641785
33.0,27.1875,8.0,13.25,1240.0,1336,12.875,99.4375,3.76171875,0,1685924641887
9.0,24.0625,3.9375,13.6875,1198.0,1358,6.75,99.5625,3.78515625,0,1685924641992
30.0,26.8125,7.125,14.4375,1182.0,1378,7.5625,99.5625,3.890625,0,1685924642088
19.0,26.4375,4.1875,14.4375,1247.0,1404,7.8125,99.5625,3.87890625,0,1685924642188
19.0,24.5,4.25,14.5,1258.0,1419,5.875,99.5625,3.890625,0,1685924642285
55.0,24.8125,13.5,14.4375,1163.0,1437,9.3125,99.4375,3.8671875,0,1685924642387
49.0,26.375,11.25,14.625,1210.0,1450,14.8125,99.4375,3.9375,0,1685924642488
48.0,25.1875,12.0,15.5625,1209.0,1464,14.75,99.4375,4.078125,0,1685924642585
60.0,27.125,14.25,16.1875,1213.0,1496,17.375,99.4375,4.07421875,0,1685924642686
59.0,26.375,13.75,16.25,1248.0,1536,18.8125,99.375,4.109375,0,1685924642787
67.0,27.1875,16.125,16.25,1219.0,1559,20.8125,99.375,4.10546875,0,1685924642886
70.0,29.8125,16.8125,16.8125,1255.0,1586,22.8125,99.3125,4.15234375,0,1685924642996
72.0,29.0625,16.8125,16.9375,1268.0,1613,24.25,99.375,4.33984375,0,1685924643085
78.0,29.0625,18.1875,18.3125,1294.0,1664,25.8125,99.3125,4.359375,0,1685924643188
71.0,32.5625,17.3125,18.6875,1365.0,1704,27.875,99.375,4.38671875,0,1685924643285
79.0,28.3125,18.3125,18.3125,1339.0,1746,28.3125,99.3125,4.3984375,0,1685924643385
74.0,34.5,18.3125,18.5625,1384.0,1783,28.9375,99.25,4.4296875,0,1685924643495
75.0,34.0625,17.9375,19.1875,1464.0,1808,30.75,99.25,4.45703125,0,1685924643586
80.0,31.0,18.9375,19.0,1401.0,1837,30.5,99.25,4.45703125,0,1685924643685
84.0,32.9375,19.0625,18.75,1476.0,1862,31.5625,99.1875,4.43359375,0,1685924643787
82.0,31.75,18.875,18.875,1503.0,1881,32.75,99.25,4.48046875,0,1685924643887
84.0,31.375,19.1875,19.1875,1458.0,1896,32.0625,99.25,4.4765625,0,1685924643987
85.0,34.4375,20.1875,21.0625,1533.0,1914,33.4375,99.1875,4.71484375,0,1685924644087
87.0,34.8125,20.5625,20.5625,1558.0,1943,35.8125,99.1875,4.62890625,0,1685924644186
84.0,34.8125,20.25,20.4375,1507.0,1983,35.5,99.1875,4.6484375,0,1685924644289
85.0,37.9375,20.625,20.4375,1555.0,2008,36.375,99.1875,4.6484375,0,1685924644389
87.0,35.625,20.5,20.5,1602.0,2029,37.6875,99.1875,4.63671875,0,1685924644489
86.0,34.0625,20.25,19.5,1579.0,2034,37.3125,99.1875,4.48046875,0,1685924644588
79.0,38.6875,19.125,19.1875,1607.0,2009,36.625,99.25,4.48046875,0,1685924644689
86.0,35.1875,19.25,19.125,1621.0,1984,36.1875,99.125,4.48828125,0,1685924644789
77.0,38.75,16.75,19.1875,1659.0,1964,36.125,99.1875,4.48828125,0,1685924644887
51.0,37.5625,11.0625,19.3125,1720.0,1949,31.5625,99.3125,4.51171875,0,1685924644998
68.0,34.125,16.5625,19.75,1639.0,1963,26.0,99.3125,4.53515625,0,1685924645089
89.0,34.0625,19.5,19.6875,1604.0,1969,31.1875,99.1875,4.55859375,0,1685924645187
72.0,37.5625,16.375,19.625,1658.0,1966,34.0,99.25,4.5234375,0,1685924645287
80.0,33.6875,19.25,19.1875,1595.0,1954,33.125,99.1875,4.48046875,0,1685924645387
85.0,34.4375,19.8125,20.1875,1584.0,1961,34.25,99.1875,4.6484375,0,1685924645488
85.0,38.3125,19.8125,20.5625,1615.0,1981,36.5,99.125,4.6640625,0,1685924645587
90.0,33.6875,20.5625,20.6875,1572.0,2007,37.0,99.1875,4.6640625,0,1685924645689
86.0,33.6875,20.4375,20.4375,1522.0,2024,36.3125,99.1875,4.63671875,0,1685924645787
93.0,33.625,21.25,21.1875,1537.0,2050,36.4375,99.125,4.6875,0,1685924645887
89.0,32.875,20.1875,20.5,1553.0,2045,37.125,99.1875,4.6171875,0,1685924645991
86.0,32.875,20.1875,20.1875,1508.0,2033,36.0,99.125,4.6171875,0,1685924646087
88.0,33.25,20.25,20.3125,1524.0,2039,35.625,99.125,4.625,0,1685924646188
86.0,35.25,20.4375,20.4375,1540.0,2051,36.1875,99.1875,4.6171875,0,1685924646288
84.0,33.6875,19.875,19.1875,1501.0,2031,35.5625,99.1875,4.41015625,0,1685924646388
79.0,34.4375,18.4375,18.4375,1492.0,1998,33.4375,99.1875,4.421875,0,1685924646488
81.0,36.0,18.6875,18.625,1548.0,1964,33.625,99.1875,4.41015625,0,1685924646588
78.0,32.125,18.6875,18.6875,1468.0,1937,32.5625,99.1875,4.40625,0,1685924646687
82.0,30.625,18.625,18.6875,1413.0,1916,30.8125,99.1875,4.421875,0,1685924646788
80.0,31.75,18.6875,18.8125,1451.0,1900,31.375,99.1875,4.421875,0,1685924646896
80.0,30.1875,18.6875,18.8125,1361.0,1890,30.25,99.25,4.41796875,0,1685924646995
79.0,30.625,18.6875,18.875,1351.0,1890,29.5,99.25,4.4296875,0,1685924647088
82.0,30.1875,18.75,18.5625,1355.0,1888,29.625,99.25,4.40625,0,1685924647188
81.0,28.25,18.75,18.8125,1267.0,1886,28.1875,99.3125,4.421875,0,1685924647288
78.0,28.6875,18.625,18.75,1257.0,1880,27.6875,99.25,4.46875,0,1685924647389
82.0,26.75,18.6875,18.75,1259.0,1885,27.8125,99.25,4.421875,0,1685924647489
78.0,25.9375,18.75,18.75,1195.0,1887,26.6875,99.3125,4.4296875,0,1685924647589
79.0,26.375,18.75,18.75,1159.0,1887,25.875,99.3125,4.4296875,0,1685924647689
78.0,27.5,18.875,19.5625,1161.0,1894,25.75,99.3125,4.5546875,0,1685924647788
81.0,27.125,19.6875,19.6875,1150.0,1911,26.3125,99.25,4.5234375,0,1685924647888
85.0,23.625,19.625,19.75,1107.0,1931,25.75,99.25,4.55859375,0,1685924647992
84.0,24.8125,19.8125,19.875,1079.0,1949,25.4375,99.3125,4.5546875,0,1685924648089
85.0,24.4375,19.8125,19.875,1062.0,1963,25.0625,99.3125,4.5546875,0,1685924648187
89.0,24.4375,20.6875,21.3125,1060.0,1980,25.1875,99.25,4.75,0,1685924648288
94.0,25.1875,21.6875,21.9375,1077.0,2015,26.625,99.25,4.82421875,0,1685924648388
93.0,24.8125,21.9375,22.5,1100.0,2065,27.875,99.3125,4.9609375,0,1685924648488
97.0,26.3125,22.9375,23.0,1095.0,2128,29.125,99.25,4.99609375,0,1685924648588
100.0,26.75,23.375,23.5625,1093.0,2185,29.8125,99.25,5.02734375,0,1685924648691
101.0,24.0,23.375,23.4375,1074.0,2231,29.9375,99.25,5.0390625,0,1685924648787
102.0,25.5625,23.375,23.25,1060.0,2266,29.8125,99.25,5.0078125,0,1685924648887
99.0,25.5625,23.5,23.5625,1110.0,2288,30.5625,99.25,5.015625,0,1685924648992
99.0,25.125,23.625,23.8125,1114.0,2314,31.0,99.1875,5.05078125,0,1685924649087
101.0,26.75,23.5625,23.3125,1087.0,2334,30.8125,99.25,5.00390625,0,1685924649187
101.0,27.125,23.3125,23.4375,1124.0,2340,31.125,99.25,5.0078125,0,1685924649292
101.0,27.0625,23.3125,23.4375,1174.0,2343,32.25,99.1875,5.0390625,0,1685924649389
95.0,24.375,22.5,22.125,1109.0,2332,31.125,99.25,4.859375,0,1685924649490
94.0,28.25,22.75,23.0,1124.0,2307,30.1875,99.1875,4.984375,0,1685924649588
97.0,28.25,23.0,23.0625,1211.0,2318,32.4375,99.125,4.9921875,0,1685924649689
95.0,27.5,22.9375,23.0625,1148.0,2313,31.6875,99.25,4.9921875,0,1685924649790
97.0,30.1875,23.0625,22.9375,1189.0,2317,32.3125,99.1875,4.9375,0,1685924649890
97.0,27.125,22.0,21.5625,1203.0,2295,32.625,99.25,4.765625,0,1685924649993
89.0,26.3125,20.75,20.9375,1147.0,2255,30.0,99.1875,4.69921875,0,1685924650088
87.0,27.875,20.625,20.875,1183.0,2205,29.25,99.1875,4.67578125,0,1685924650189
90.0,28.625,20.8125,20.6875,1229.0,2166,30.0,99.25,4.6640625,0,1685924650289
83.0,27.125,18.875,18.5625,1201.0,2125,29.1875,99.3125,4.3828125,0,1685924650388
80.0,26.75,18.5625,18.6875,1183.0,2058,26.875,99.25,4.41015625,0,1685924650488
83.0,28.6875,18.5625,18.6875,1215.0,2007,26.6875,99.25,4.43359375,0,1685924650588
80.0,29.0625,19.125,19.0625,1244.0,1970,27.4375,99.25,4.4765625,0,1685924650688
77.0,27.875,18.9375,19.0625,1211.0,1939,27.25,99.25,4.48046875,0,1685924650787
78.0,28.625,19.125,19.4375,1210.0,1932,27.1875,99.1875,4.62890625,0,1685924650887
91.0,29.0,20.875,20.5,1255.0,1968,28.875,99.1875,4.546875,0,1685924650990
78.0,27.125,18.8125,18.875,1249.0,1956,28.875,99.25,4.4453125,0,1685924651087
79.0,27.5,18.9375,18.75,1227.0,1923,27.5,99.25,4.40625,0,1685924651187
83.0,29.4375,18.6875,18.625,1262.0,1901,27.75,99.25,4.421875,0,1685924651290
77.0,28.6875,18.625,18.625,1230.0,1881,27.25,99.25,4.39453125,0,1685924651388
76.0,29.0625,18.625,18.6875,1223.0,1872,26.875,99.25,4.40625,0,1685924651487
79.0,28.25,18.375,18.375,1267.0,1857,27.375,99.1875,4.37109375,0,1685924651588
80.0,26.75,18.5,18.6875,1265.0,1857,27.3125,99.25,4.3984375,0,1685924651687
78.0,27.875,18.0625,18.0,1257.0,1848,27.0,99.25,4.30078125,0,1685924651787
76.0,31.375,17.75,17.5625,1299.0,1831,27.25,99.25,4.28125,0,1685924651889
76.0,28.25,17.6875,17.75,1301.0,1817,27.0,99.25,4.26171875,0,1685924651994
72.0,30.5625,17.5625,17.6875,1312.0,1799,26.875,99.1875,4.28515625,0,1685924652088
76.0,30.5625,17.8125,17.875,1355.0,1795,27.5625,99.1875,4.3046875,0,1685924652189
77.0,31.75,17.75,17.6875,1381.0,1789,28.3125,99.25,4.2734375,0,1685924652289
70.0,30.1875,16.1875,16.1875,1405.0,1772,28.0625,99.25,4.06640625,0,1685924652388
71.0,30.9375,16.125,16.0625,1433.0,1736,27.1875,99.1875,4.05078125,0,1685924652487
15.0,29.125,-1.5625,15.3125,1465.0,1538,23.1875,99.375,3.97265625,0,1685924652587
16.0,28.6875,4.4375,14.875,1380.0,1514,9.5625,99.5,3.9140625,0,1685924652687
18.0,27.9375,0.8125,14.9375,1385.0,1502,6.625,99.5,3.93359375,0,1685924652789
13.0,28.375,-4.0625,14.875,1443.0,1496,1.25,99.5625,3.92578125,0,1685924652889
7.0,28.75,-0.3125,15.125,1412.0,1513,-2.1875,99.5625,3.9140625,0,1685924652989
4.0,28.75,0.25,15.25,1415.0,1529,-0.25,99.5625,3.98046875,0,1685924653088
16.0,28.75,2.0625,14.75,1416.0,1507,1.5,99.5,3.94921875,0,1685924653187
0.0,29.5,1.875,15.25,1405.0,1529,1.25,99.5625,3.95703125,0,1685924653290
6.0,29.5,1.75,15.25,1403.0,1532,2.375,99.5625,3.96875,0,1685924653388
14.0,27.1875,2.4375,15.25,1387.0,1521,3.25,99.5,3.96875,0,1685924653489
24.0,29.125,6.0,15.25,1349.0,1532,4.625,99.4375,3.96875,0,1685924653577
23.0,28.3125,4.1875,14.6875,1365.0,1501,7.4375,99.4375,3.87890625,0,1685924653677
0.0,27.5625,0.9375,13.6875,1343.0,1439,5.0625,99.5625,3.71875,0,1685924653777
15.0,25.625,2.25,12.9375,1288.0,1388,3.3125,99.5625,3.66015625,0,1685924653877
15.0,24.5,-0.3125,12.9375,1275.0,1356,2.0,99.5625,3.67578125,0,1685924653978
0.0,24.875,-0.5,12.9375,1252.0,1329,0.6875,99.5625,3.67578125,0,1685924654075
7.0,25.625,-0.75,12.8125,1235.0,1306,0.25,99.5625,3.66015625,0,1685924654175
18.0,25.25,-2.75,12.8125,1244.0,1289,-1.125,99.625,3.671875,0,1685924654276
10.0,25.25,-0.9375,12.125,1230.0,1293,-2.5,99.5625,3.53125,0,1685924654376
6.0,25.25,-0.4375,11.5625,1209.0,1264,-1.5,99.5625,3.51171875,0,1685924654476
9.0,24.5,-1.8125,11.5625,1201.0,1237,-1.6875,99.625,3.51953125,0,1685924654576
15.0,24.125,-1.125,11.5625,1172.0,1214,-2.0,99.625,3.48828125,0,1685924654677
13.0,24.0625,-1.9375,10.4375,1167.0,1193,-1.8125,99.5625,3.37109375,0,1685924654776
9.0,22.9375,-2.125,10.6875,1149.0,1162,-2.0,99.5625,3.39453125,0,1685924654875
16.0,22.125,-3.0625,10.875,1135.0,1135,-2.3125,99.5625,3.41796875,0,1685924654977
15.0,21.75,-3.75,10.75,1125.0,1114,-3.625,99.625,3.38671875,0,1685924655076
15.0,21.75,-1.875,10.5625,1086.0,1097,-3.4375,99.625,3.37109375,0,1685924655177
7.0,20.5625,-0.375,11.75,1061.0,1101,-2.0625,99.5625,3.53515625,0,1685924655276
8.0,22.9375,1.625,12.9375,1061.0,1128,-0.1875,99.5625,3.69140625,0,1685924655375
17.0,21.75,3.0625,12.75,1084.0,1170,1.6875,99.5,3.6484375,0,1685924655476
