name,time,average_motor_phase_voltage,average_motor_stator_current,calculated_battery_current,city,controller_capacitor_voltage,country,motor_actual_torque,motor_rpm,propotional_speed_limit,state,target_torque,throttle_input,vehicle_id,zipcode
controller_motor_usage,2023-05-02T16:07:17.21Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,119.875,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.254Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.314Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.346Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.418Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.455Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.521Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.553Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.613Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.661Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.727Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.798Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.839Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.931Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:17.991Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.026Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.117Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.121Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.217Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.225Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.304Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.317Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.387Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.433Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.517Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.536Z,0,0,0,Tulare,99.5,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.615Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
controller_motor_usage,2023-05-02T16:07:18.626Z,0,0,0,Tulare,99.5625,USA,0,0,0,CA,0,1.796875,mbx002vwbmz22003,95138
